node1	node2	node1_type	node2_type	node1_prize	node2_prize	node1_pem	node2_pem	is_ct_edge	cost
Hla-dpa1	Hla-drb1	Immune	Immune	0.2067178207385831	0.24746069338583354	0.8725409337416996	0.8856307329529862	FALSE	0.9617998795414278
Ctsa	Ttr	Epithelial	Epithelial	0.038354565016649356	0.021684740102110477	0.5634687478773204	0.5894604186434305	FALSE	0.8980023587990932
Hla-drb1	Cd74	Immune	Immune	0.24746069338583354	0.2057980606911558	0.8856307329529862	0.8517665066675612	FALSE	0.9544131395447571
Ttr	Amn	Epithelial	Epithelial	0.021684740102110477	0.033113328456264704	0.5894604186434305	0.7685258560417072	FALSE	0.7983757673114815
Hla-dpb1	Hla-dra	Immune	Immune	0.1958403838260118	0.24663646905763895	0.8546521511091076	0.8778248214637904	FALSE	0.886972333843835
Ttr	Cdhr5	Epithelial	Epithelial	0.021684740102110477	0.03127489444865715	0.5894604186434305	0.7193395484317582	FALSE	0.8671413374177867
Cst3	Hla-drb1	Immune	Immune	0.06890713974073798	0.24746069338583354	0.5562367181455767	0.8856307329529862	FALSE	0.831760311158904
Cxcl8	Il1b	Immune	Immune	0.19046542981602518	0.18231381267715582	0.8767962125173634	0.8697161922334553	FALSE	0.8630881154877874
Ccl4	Ccl3	Immune	Immune	0.17149794838313312	0.1585943255486752	0.875668978093731	0.8706375727292728	FALSE	0.7774955257353685
Hla-dqb1	Hla-dra	Immune	Immune	0.14701524449912967	0.24663646905763895	0.8803856767791143	0.8778248214637904	FALSE	0.8502213979530732
Cldn4	Epcam	Epithelial	Epithelial	0.02790726596475406	0.02784995918093367	0.7366994616359875	0.6789856338718653	FALSE	0.9522670372902551
Hla-dpb1	Hla-dqa1	Immune	Immune	0.1958403838260118	0.1651386294935722	0.8546521511091076	0.8923776623409237	FALSE	0.9365656422364128
Ugt2b17	Epcam	Epithelial	Epithelial	0.03196758203369145	0.02784995918093367	0.7691910103389122	0.6789856338718653	FALSE	0.9344358213641112
B2m	Hla-b	Immune	Immune	0.021953889736364012	0.09022591802105732	0.2979103931450251	0.562756044687283	FALSE	0.8990298504055865
Sat1	Hla-dra	Immune	Immune	0.07032746169778503	0.24663646905763895	0.6407908712042392	0.8778248214637904	FALSE	0.8944804258013419
Cldn7	F2rl1	Epithelial	Epithelial	0.024941934018108017	0.10009331090376636	0.7116193956169613	0.6711947355918865	FALSE	0.9324129556044884
Ctsa	Agt	Epithelial	Epithelial	0.038354565016649356	0.08676966710576955	0.5634687478773204	0.6515168863133247	FALSE	0.7937758320422533
C1qc	C1qa	Immune	Immune	0.08722682795606464	0.05913258632579614	0.8621017675061988	0.8665901450262423	FALSE	0.9059727155380797
Gprc5a	Cldn4	Epithelial	Epithelial	0.03234442319151293	0.02790726596475406	0.6886461241629186	0.7366994616359875	FALSE	0.7591394349578371
Sod2	Il1b	Immune	Immune	0.04683674639390021	0.18231381267715582	0.5977686118638561	0.8697161922334553	FALSE	0.7776703517991062
Hla-dma	Hla-drb1	Immune	Immune	0.1427262938760449	0.24746069338583354	0.855012779629633	0.8856307329529862	FALSE	0.8235451045408289
Cpvl	Hla-drb1	Immune	Immune	0.05185398602044615	0.24746069338583354	0.6670302154977367	0.8856307329529862	FALSE	0.8481020748530532
Cldn7	Epcam	Epithelial	Epithelial	0.024941934018108017	0.02784995918093367	0.7116193956169613	0.6789856338718653	FALSE	0.9093243868959624
Cdhr5	Ugt2b17	Epithelial	Epithelial	0.03127489444865715	0.03196758203369145	0.7193395484317582	0.7691910103389122	FALSE	0.8523130993430106
Hla-drb1	Hla-dra	Immune	Immune	0.24746069338583354	0.24663646905763895	0.8856307329529862	0.8778248214637904	FALSE	0.8891367416388585
Ugt2b17	Guca2a	Epithelial	Epithelial	0.03196758203369145	0.07927820595170816	0.7691910103389122	0.735501319761177	FALSE	0.704250815199881
B2m	Srgn	Immune	Immune	0.021953889736364012	0.07090956372166075	0.2979103931450251	0.8497946964925158	FALSE	0.8240303770939352
Amn	Lamb3	Epithelial	Epithelial	0.033113328456264704	0.10172191842394808	0.7685258560417072	0.7549561977108965	FALSE	0.6802893009650495
Hla-dqa1	Dnase1l3	Immune	Immune	0.1651386294935722	0.05024811221544936	0.8923776623409237	0.8838812889503134	FALSE	0.8713483756064314
Cd7	Hla-drb1	Immune	Immune	0.05308747083333386	0.24746069338583354	0.8723728706877631	0.8856307329529862	FALSE	0.9252663097411126
Il2rg	Cxcl8	Immune	Immune	0.116266022689748	0.19046542981602518	0.7172794458202159	0.8767962125173634	FALSE	0.9510760363414454
Slc44a4	Ugt2b17	Epithelial	Epithelial	0.03822669081038765	0.03196758203369145	0.7148646785472001	0.7691910103389122	FALSE	0.9375811304786433
Ptprc	C1qc	Immune	Immune	0.14348200107795359	0.08722682795606464	0.8965136795523907	0.8621017675061988	FALSE	0.7739746320530627
Cldn4	Arl14	Epithelial	Epithelial	0.02790726596475406	0.028562068007061462	0.7366994616359875	0.7009585293902459	FALSE	0.8795889409777862
Spint1	Epcam	Epithelial	Epithelial	0.037691425253883644	0.02784995918093367	0.6484295887865765	0.6789856338718653	FALSE	0.91175318886366
Lamc2	Cd44	Epithelial	Immune	0.10321003454513461	0.09379090112658527	0.7884530536319682	0.6758407825007328	TRUE	0.9141327482962189
Csf1r	C1qc	Immune	Immune	0.13207327989387305	0.08722682795606464	0.8561291573115357	0.8621017675061988	FALSE	0.9285964195013274
Itgb2	Cst3	Immune	Immune	0.13166237828360403	0.06890713974073798	0.872862624331008	0.5562367181455767	FALSE	0.9313699078156715
