Endothelial	Epithelial	Fibroblasts	Immune	Myofibroblast_Mesothelium	Neural	Pericytes
NRXN2 / NLGN3	9.01107453410291	7.08044687575072	18.6010483480657	0	8.74963435181911	81.7721831959034	6.79363442077306
COL6A3 / SDC4	6.49542321763971	84.6278469870288	12.4783349107434	26.8666010500047	17.1092162303782	6.31736853705806	7.91542869089769
COL6A3 / ITGA2 + ITGB1	84.6278469870289	28.1485147312976	11.8004709196956	0	13.3530771834784	29.4682446060479	10.4321339021146
WNT9A / FZD9 + LRP6	66.5995495351383	19.5693177796129	15.7990395316642	0	0	64.6268063870433	33.8887227506581
FGF2 / FGFR2	5.94903274427714	19.0946103345608	55.831073006546	14.9592455434697	75.2388388097505	8.78946090306492	5.61255600256179
FGF7 / FGFR2	5.94903274427714	19.0946103345608	55.831073006546	14.9592455434697	75.2388388097505	8.78946090306492	5.61255600256179
COL6A2 / SDC1	18.8636489110491	92.4036254222021	35.7061679941503	9.87466202252277	54.3428631833972	35.1650709096904	24.1304460335741
LAMA4 / CD44	4.02920098824085	3.42671884506323	10.7403824861844	80.1036270566579	19.1467065372893	19.2291741427655	3.09379439673615
COL4A6 / CD44	4.02111917385828	3.41984549579923	10.7188393122637	79.9429543458322	19.1083018687897	19.1906040598619	3.08758883088694
POMC / MC1R	82.4547779121517	74.2190455391621	49.6343372471337	43.9798511858975	38.8882729309773	100	22.9613382560366
CTF1 / LIFR + IL6ST	88.7534625576976	16.2915582634486	22.3126215967831	4.61681555622356	34.1086988211838	21.8167947098908	25.292400012986
COL6A1 / ITGA1 + ITGB1	58.562077980502	16.7591630626124	27.8617853557667	17.8594686016455	57.327118342924	56.4722949218203	91.5088272953265
EFNB3 / EPHB4	84.5345685406373	15.9315467378167	23.7222578448519	2.43366550724344	18.5516210302398	9.68170935215805	20.6900500189744
COL4A6 / ITGA11 + ITGB1	26.4712501507556	17.9842123366119	38.8859984621586	0	78.282522569792	0	37.9126584584232
LAMB1 / ITGA6 + ITGB4	76.5650327518632	29.7938607102956	4.82530107169837	0	6.33847940969079	12.3729593929736	4.40143118390567
LAMB2 / ITGA7 + ITGB1	23.17203566663	12.5137881423319	22.1498517873878	11.0176228446859	11.7324124094625	23.4678074352724	87.2511633228891
COL6A2 / ITGA10 + ITGB1	92.4036254222021	24.3770999842825	40.191426712154	30.6380114940997	61.3259744500886	35.3497946688803	83.7538807602057
LAMB2 / ITGA6 + ITGB1	92.7725486334701	30.3298016058095	15.9961212843046	18.8222580021952	27.0663568116261	31.6603915869349	18.3596515480422
LAMA5 / ITGA6 + ITGB4	75.6003876481939	29.4184869813149	4.76450696131604	0	6.2586207208415	12.2170721130058	4.34597742272918
POSTN / ITGAV + ITGB5	63.3331986006683	44.3247041143659	42.1871436823412	30.4200914155363	71.0600517617917	22.6186966172358	100
LAMA4 / ITGA2 + ITGB1	80.1036270566579	26.643690067884	11.169615620602	0	12.639219274101	27.8928669460188	9.87443014624
MDK / SDC4	6.14231762620553	80.0272898007005	11.7999849894009	25.4060731158394	16.1791213445521	5.97394239239552	7.48512845707086
COL4A6 / SDC4	6.13584464489826	79.9429543458322	11.787549767566	25.3792993398191	16.1620712412515	5.96764685058379	7.47724037645803
COL4A6 / ITGA2 + ITGB1	79.9429543458322	26.5902478697351	11.1472114862752	0	12.6138673930675	27.8369191355439	9.85462390877296
MDK / LRP1	11.2564199424901	35.3627854706447	72.827167208864	19.1623910373094	80.0272898007005	24.4163105610231	39.4122471772278
EGF / EGFR	6.46084488567949	59.9860940815853	20.1853764717401	6.37867685493169	65.216529999252	6.17721433376553	46.9183493648499
COL1A1 / CD44	3.87901031256226	3.29898602155737	10.3400288410437	77.1177204446381	18.4330025547261	18.5123961349988	2.97847151455367
COL1A2 / CD44	3.87336183959726	3.29418215875393	10.3249720691716	77.0054244402569	18.4061610904854	18.4854390607298	2.97413437325438
WNT11 / FZD9	70.6731065217497	25.7133879976769	10.3762938150158	0	0	44.8414825637945	40.2750813427834
EFNB3 / EPHA4	84.5345685406373	13.9394668624017	25.8874726090041	8.88434858150108	42.9945198183502	21.9919100611563	15.6524339260049
LAMB1 / CD44	3.85121020063547	3.27534283083236	10.2659238668506	76.5650327518632	18.3008968130866	18.3797213950221	2.95712538891765
COL1A1 / ITGA11 + ITGB1	25.5357396489874	17.348639048191	37.511743006677	0	75.5159693638845	0	36.5728014461621
COL1A2 / ITGA11 + ITGB1	25.4985554387311	17.3233765944341	37.4571197782837	0	75.4060057708525	0	36.5195454701329
FN1 / ITGA4 + ITGB1	15.286152764415	7.56202465307597	31.9368108488185	62.0581543562216	55.8160405619779	31.1025426675816	79.1856165021982
WNT11 / FZD6	70.6731065217497	7.16347921452766	2.5230406025922	0	1.77411526394363	1.22843647346679	0
LAMB2 / ITGA1 + ITGB1	55.8373392100666	15.9794034821557	26.5654500925664	17.0285147114082	54.6598389817253	53.844788236006	87.2511633228891
LAMA5 / CD44	3.80268868983974	3.23407668999702	10.1365831895613	75.6003876481939	18.0703232748931	18.1481547435981	2.91986847900944
COL6A2 / ITGA1 + ITGB1	55.6152941030445	15.915859115491	26.4598088085736	16.96079840499	54.4424763715398	53.6306667908299	86.9041966842219
LAMB2 / DAG1	65.0522782839583	47.6913883530331	32.815879678803	13.6427620538467	40.2411726425716	92.7725486334701	64.8270170099643
PTN / PTPRZ1	0.622698987211308	0.432790515005734	5.89398800371908	0	0.502129484502277	69.0141082923698	0
COL1A1 / SDC4	5.91900006559693	77.1177204446381	11.3709704018438	24.4823790612261	15.5908935563893	5.75674648631044	7.21299003480115
COL1A1 / ITGA2 + ITGB1	77.1177204446381	25.6505319143083	10.7532620750667	0	12.1680854467324	26.8531450395014	9.50635534929314
COL1A2 / SDC4	5.91038103415428	77.0054244402569	11.3544124105715	24.4467287161372	15.5681906673384	5.74836372259646	7.20248674248546
NCAM1 / FGFR1	81.333029016013	14.4106937643232	65.4756042482143	10.0560847864525	42.4352741558378	38.1555564554442	36.518412571234
COL1A2 / ITGA2 + ITGB1	77.0054244402569	25.6131805477531	10.7376035680708	0	12.1503667256816	26.8140424716919	9.49251254227294
TNC / ITGAV + ITGB6	0	70.9605753675042	24.680847975568	0	0	29.6026489890679	21.4133823234484
FN1 / ITGAV + ITGB6	0	70.9605753675042	24.680847975568	0	0	29.6026489890679	21.4133823234484
EFNA4 / EPHA1	1.91012967117204	72.2955595197805	10.1269835411799	0	4.66944745605278	6.85577351882735	11.3492587232993
LAMA4 / SV2A	20.0354930708309	12.4457996920923	19.2313050685264	0	30.5276240924939	80.1036270566579	26.811189523228
LAMB1 / ITGA2 + ITGB1	76.5650327518632	25.466699544518	10.6761955387142	0	12.0808791466464	26.660693775511	9.43822515075504
NRXN2 / NLGN2	47.5468623113828	12.8011039792181	81.7721831959034	12.4990546142637	63.1991448554128	53.7686755908379	44.5741092401218
NRXN3 / NLGN1	5.0585664871717	3.15466515703168	40.7898772787167	12.3043883254237	63.8671736922866	57.7892219880254	16.7215217533541
COL6A3 / SDC1	17.276270128658	84.6278469870288	32.7014887965214	9.0437077860572	49.7699033918704	32.2059251099282	22.0998655120669
NEGR1 / NEGR1	4.12651364587425	3.30947561408122	18.7099426954089	2.09981917578405	65.5921326123455	46.4937521856669	5.54971897907185
WNT9A / FZD10 + LRP5	12.330214994262	20.1805888816111	36.5370807662548	0	58.3767375840149	0	59.1660806179139
FN1 / ITGAV + ITGB8	19.5912571875763	70.9605753675042	39.8319755460787	0	36.4318716537869	66.7733997852624	27.3074369265626
WNT9A / FZD9 + LRP5	66.7847702595371	48.9386928656232	22.39987805225	0	0	36.2224339660754	44.6646487750046
CD99 / PILRA	9.08630840780251	10.9298620055245	11.3718133224759	73.5786409541646	4.67247018594368	3.87810173273062	5.3602498411976
EFNA4 / EPHA3	7.42529628991194	6.66252878390458	39.7573330999235	10.3118074548055	48.9396372474406	19.6475793372297	72.2955595197805
WNT11 / FZD2	13.9735767440015	8.00129745311524	69.8449826555387	32.209894559282	70.6731065217497	23.6893743772732	33.7612361734728
LAMA5 / ITGA2 + ITGB1	75.6003876481939	25.145843846567	10.5416858365422	0	11.9286717943084	26.3247949090621	9.31931267397846
WNT11 / FZD4	70.6731065217497	2.87462712339268	15.3662444152379	0	8.36323427432036	2.81600843878494	21.5892270053231
COL6A3 / ITGA10 + ITGB1	84.6278469870289	22.3257634971721	36.8093123451118	28.0598183984945	56.1653848361403	32.3751043380826	76.7059795885618
WNT9A / FZD3 + LRP6	31.0932238955005	15.2476729355524	23.2195873108054	3.21903488897661	30.8068267746875	81.1334240227817	22.5027127771634
COL6A1 / ITGAV + ITGB8	19.0622235003079	69.0443872189884	38.7563704079006	0	35.4480814247803	64.9702802834549	26.5700389174002
PTN / SDC2	8.11948315425516	12.6614285407681	28.2085621638196	10.051422117864	57.7682123804703	19.1923618841608	69.0141082923698
LAMB1 / SV2A	19.1504210175511	11.8960039147063	18.3817581866964	0	29.1790599797077	76.5650327518632	25.6267996767537
LAMC1 / SV2B	44.7695750519314	1.03284891395851	0	0	0	54.5180305488933	0
FN1 / ITGA2B + ITGB3	40.119012829631	14.6866050699038	48.7925923375299	0	42.4796588543477	0	59.1362302820812
TNC / ITGA2B + ITGB3	40.119012829631	14.6866050699038	48.7925923375299	0	42.4796588543477	0	59.1362302820812
EFNA4 / EPHA2	35.8424881020163	72.2955595197805	8.25010956435694	7.06154200938839	5.9244854594314	19.3607501094149	12.9852358837737
THBS3 / CD47	42.0663227269832	36.9767669644023	32.3299307900023	66.9658737489918	52.7860850030972	100	36.872556394086
LAMA5 / SV2A	18.9091442988738	11.746125810863	18.1501658736741	0	28.8114321432472	75.6003876481939	25.3039268725193
EFNA4 / EPHA7	26.7188297114952	4.27606748725039	33.7807173306302	6.28887006455185	72.2955595197805	28.8464320758546	6.48273786061212
TNFSF12 / TNFRSF12A	18.7218877492908	78.9133019722653	21.8231842105682	7.40788946180237	18.5402133312516	41.131085966988	20.1675707135609
MDK / SDC1	16.3370938229495	80.0272898007005	30.9237634420109	8.55207180183351	47.0643012187768	30.4551396949389	20.8984678785667
COL4A6 / SDC1	16.3198772429276	79.9429543458322	30.8911749379816	8.54305934036856	47.014703272111	30.4230450424067	20.8764443688492
COL6A3 / ITGA1 + ITGB1	50.9352590657139	14.5765372704657	24.2332120728672	15.5335447677193	49.8611341158329	49.1176384286776	79.5911959722296
FN1 / ITGAV + ITGB1	90.7450116202149	43.3824859985848	65.2923114673747	35.1998541315857	86.9350588338371	57.5651858152235	94.0484708117752
CNTN1 / NRCAM	0	2.33854101793538	1.58566079319235	0	0	63.0236673101963	0
WNT9A / FZD6 + LRP5	66.7847702595371	25.8306132116018	11.0455321325526	0	10.0885668046585	5.99534251120878	0
WNT9A / FZD5 + LRP5	37.4667766245759	81.1334240227817	21.0464859501305	10.8360638827734	15.9133646353982	25.5296609779577	31.3719259819944
FGF18 / FGFR3	12.3407316132712	70.285288304587	8.94560116497302	6.51009097175745	9.72625027136746	4.31246882787484	10.0235880569212
BTC / ERBB2 + ERBB4	0	11.3093762926252	0	0	0	58.487448943796	37.181510408219
WNT11 / FZD1	11.1859568917433	8.40520070046771	42.6663362117316	6.14609588797834	70.6731065217497	17.5811119552799	31.1694972906532
LAMB2 / ITGAV + ITGB8	18.1753086022524	65.8319342934081	36.9531388851578	0	33.7987758480928	61.947384790004	25.3338052032495
WNT9A / FZD6 + LRP6	66.5995495351383	10.3289942738782	7.79061378831645	0	6.50337332954008	10.6966815112088	0
COL4A6 / ITGA10 + ITGB1	79.9429543458322	21.0898369216912	34.771594470054	26.5064616559016	53.0561387962506	30.5828587183316	72.4596317006696
LAMA4 / ITGA7 + ITGB1	20.0076868699245	10.8049184072727	19.1250913451465	9.51306786761303	10.1302465219051	20.2630683572093	75.3362363115542
COL6A2 / ITGAV + ITGB8	18.1030319071082	65.570144260028	36.8061894818617	0	33.6643702172627	61.7010422192434	25.233061730025
LAMA4 / ITGA6 + ITGB1	80.1036270566579	26.1879958276545	13.811707801339	16.2519102641974	23.370203619034	27.3368818417113	15.8524768604231
MDK / ITGA6 + ITGB1	80.0272898007005	26.1630391582256	13.798545502547	16.236422498172	23.3479322527925	27.3108303054337	15.8373697469487
COL1A1 / SDC1	15.7431225954751	77.1177204446381	29.7994615356353	8.24114229131993	45.3531743152959	29.3478756427428	20.1386577952868
THBS1 / CD36	63.0475629467301	1.87321550137311	3.21605906283236	23.7989102629322	1.48206987072686	1.38806554716804	3.73304499426229
COL1A2 / SDC1	15.7201980360643	77.0054244402569	29.7560686494884	8.22914184128697	45.2871326813855	29.3051403394591	20.1093326182592
PTN / SDC4	5.29702523822529	69.0141082923698	10.1760967281904	21.9097446092078	13.9525858657597	5.15182143776103	6.45504136407811
COL4A2 / CD44	3.36395690260293	2.86094800080024	8.96708402148236	66.8780609225512	15.9854759805239	16.0543277135331	2.5829912795387
COL4A2 / ITGA11 + ITGB1	22.1451145352952	15.0450938188868	32.5309490431918	0	65.4889896981456	0	31.7166797607911
COL1A1 / ITGA10 + ITGB1	77.1177204446381	20.3445089221272	33.542744619567	25.569706757565	51.1811017373851	29.5020414036164	69.8988630923045
COL1A2 / ITGA10 + ITGB1	77.0054244402569	20.3148839922164	33.493900901482	25.5324730856474	51.106573688685	29.4590816097894	69.7970789240123
POSTN / ITGAV + ITGB3	82.3465713395294	50.3540325648725	61.8742003111422	32.1724412850699	78.8171394426874	60.2952481140717	100
FN1 / ITGAV + ITGB3	82.3465713395294	50.3540325648725	61.8742003111422	32.1724412850699	78.8171394426874	60.2952481140717	100
TNC / ITGAV + ITGB3	82.3465713395294	50.3540325648725	61.8742003111422	32.1724412850699	78.8171394426874	60.2952481140717	100
THBS3 / ITGAV + ITGB3	82.3465713395294	50.3540325648725	61.8742003111422	32.1724412850699	78.8171394426874	60.2952481140717	100
EFNA4 / EPHA4	72.2955595197805	11.9212953188531	22.1394554811178	7.59806269502191	36.7697253349994	18.807896819343	13.3862571024177
CD99 / CD99L2	67.0392793174595	15.5745554077926	51.5455337328493	27.0784114950889	73.5786409541646	71.3358350065658	53.450405466795
WNT11 / FZD5	22.2429287752297	70.6731065217497	9.16030934877624	9.11684995459665	4.41414822594652	22.2748505782001	19.8696832147132
MIF / CD74 + CXCR4	15.9379719335172	2.21854069091849	2.94726858698326	63.5047030995783	5.49885820197949	2.88210371382527	4.05849870053798
LAMA4 / ITGA1 + ITGB1	48.2122509492599	13.7972729646522	22.9377001942089	14.7031186688703	47.1955489125094	46.4918006385961	75.3362363115542
COL4A6 / ITGA1 + ITGB1	48.1155463012975	13.7695982471558	22.8916915101364	14.673626996384	47.1008835763528	46.3985468882448	75.1851260840108
WNT11 / FZD8	39.5476126945546	13.5170584034208	40.5398897932585	3.2020538849433	70.6731065217497	45.8750599888337	25.8602297363597
LAMB1 / ITGA7 + ITGB1	19.1238431613249	10.3276089002674	18.2802364765306	9.09282612557991	9.68274078507721	19.367943118551	72.0082424796622
LAMA4 / DAG1	56.1688076440766	41.1787025657647	28.3345776961725	11.7797208299373	34.7458804696478	80.1036270566579	55.9743078125196
PSAP / GPR37L1	0	57.096818387466	24.1609640766601	0	0	29.4900676889538	0
COL4A2 / SDC4	5.13307764681339	66.8780609225512	9.86113758158827	21.2316187375001	13.5207410578189	4.99236803172287	6.2552521547559
COL4A2 / ITGA2 + ITGB1	66.8780609225512	22.2446647303646	9.32544831494008	0	10.5524120153627	23.2875953744396	8.24410535653549
EGF / EGFR + ERBB2	8.25404047290694	62.5466618150774	28.5827671410052	9.20629315841689	54.8594519338598	11.7391826011035	35.5881967587065
LAMB1 / ITGA6 + ITGB1	76.5650327518632	25.0311356916686	13.2015727505162	15.5339787645133	22.3378200370806	26.1292694282621	15.152190414024
FGF18 / FGFR1	70.285288304587	12.4532404380902	56.5818312336153	8.69013274166919	36.6711471884323	32.9727580336993	31.5579929463797
NRXN3 / NLGN3	7.03799067031053	5.53009731132181	14.5281236145845	0	6.83379598112068	63.8671736922866	5.30608591571941
TNC / ITGA9 + ITGB1	67.9867721741646	16.5518608119129	32.2289950625577	28.9122117309265	60.6225570279923	8.65702769057072	24.6999030041946
LAMA5 / ITGA7 + ITGB1	18.8829012978414	10.1974910514246	18.0499232385261	8.97826534129887	9.56074764861902	19.1239258325138	71.1010085109006
