node1	node2	node1_type	node2_type	node1_prize	node2_prize	node1_pem	node2_pem	is_ct_edge	cost
Col6a2	Col1a1	Fibroblasts	Fibroblasts	0.059404400440299716	0.15828276552969223	0.34319549045857545	0.6188835963166893	FALSE	0.9671850085069748
Fgl2	Hla-dpa1	Immune	Immune	0.05291079258360177	0.2067178207385831	0.7851030811843629	0.8725409337416996	FALSE	0.9576908831895105
B2m	Srgn	Immune	Immune	0.021953889736364012	0.07090956372166075	0.2979103931450251	0.8497946964925158	FALSE	0.9157635914164614
Dcn	Cxcl12	Fibroblasts	Fibroblasts	0.030890166429708873	0.05810296982224343	0.6269253841996634	0.43205743039695965	FALSE	0.757137138661039
Itgb2	Cst3	Immune	Immune	0.13166237828360403	0.06890713974073798	0.872862624331008	0.5562367181455767	FALSE	0.8710096867315464
Cyba	Laptm5	Immune	Immune	0.03682824268285337	0.06822612864594305	0.549751851551744	0.8670120016255647	FALSE	0.800046059659567
Cxcl12	Cxcr4	Fibroblasts	Immune	0.05810296982224343	0.10533760451658512	0.43205743039695965	0.7970645911157754	TRUE	0.8403114677223218
Sat1	Stab1	Immune	Immune	0.07032746169778503	0.04625712185565733	0.6407908712042392	0.6351187849674309	FALSE	0.7302999100227094
Sat1	Hes4	Immune	Immune	0.07032746169778503	0.026056211809912105	0.6407908712042392	0.5271080432957213	FALSE	0.8237739655557301
Sgk1	Hla-dqa1	Immune	Immune	0.0345015647319378	0.1651386294935722	0.5430236538737374	0.8923776623409237	FALSE	0.9549325129534498
Psap	C1qc	Immune	Immune	0.04664766698733992	0.08722682795606464	0.29996812482497875	0.8621017675061988	FALSE	0.9347516195732334
B2m	Hla-a	Immune	Immune	0.021953889736364012	0.07275195163407448	0.2979103931450251	0.4251329367592297	FALSE	0.9320141756839809
Hla-b	Hla-c	Immune	Immune	0.09022591802105732	0.07233227564292347	0.562756044687283	0.4081254937784352	FALSE	0.8865071285402828
Sema6b	Serpinb9	Immune	Immune	0.08934177743887459	0.04877262832603012	0.6473338450901005	0.7950408538697887	FALSE	0.8806597848765665
Ctsz	Serpinb9	Immune	Immune	0.027640040559576654	0.04877262832603012	0.5281773654172102	0.7950408538697887	FALSE	0.8753010788518605
Sat1	Csf2ra	Immune	Immune	0.07032746169778503	0.12331905021572553	0.6407908712042392	0.8780155116327382	FALSE	0.2534847670096737
Col1a1	Thbs2	Fibroblasts	Fibroblasts	0.15828276552969223	0.10384105786433032	0.6188835963166893	0.7548231832166867	FALSE	0.45899015293785506
Nampt	Il1b	Immune	Immune	0.06387556226944864	0.18231381267715582	0.41821044982366484	0.8697161922334553	FALSE	0.9234514317901583
Psap	Vsir	Immune	Immune	0.04664766698733992	0.05562671316745238	0.29996812482497875	0.3746444314728944	FALSE	0.7320910406278535
Cd55	Laptm5	Immune	Immune	0.06693733112078776	0.06822612864594305	0.4577619423516963	0.8670120016255647	FALSE	0.86506160954465
Cd44	Sgk1	Immune	Immune	0.09379090112658527	0.0345015647319378	0.6758407825007328	0.5430236538737374	FALSE	0.8210500143798589
Tagap	Hla-drb1	Immune	Immune	0.054002996310921925	0.24746069338583354	0.8783523273419618	0.8856307329529862	FALSE	0.8997386243786214
Tnfrsf1b	Hes4	Immune	Immune	0.10946023650614456	0.026056211809912105	0.7509486752620328	0.5271080432957213	FALSE	0.8264624147405844
Hcst	Tagap	Immune	Immune	0.10667925805887796	0.054002996310921925	0.8536204549807306	0.8783523273419618	FALSE	0.8737915849509655
Plaur	Cxcl3	Immune	Immune	0.04651863595472344	0.0774401583809384	0.6128090924960056	0.505684995271419	FALSE	0.6361589952242006
Ccl4l2	Tnf	Immune	Immune	0.06733566300248026	0.12510894017479068	0.8649539922324069	0.871149406341857	FALSE	0.8509283223505618
Anxa1	Stab1	Immune	Immune	0.0610004447782005	0.04625712185565733	0.48012387100877524	0.6351187849674309	FALSE	0.9202286664487931
Adgre5	Srgn	Immune	Immune	0.09731446792769427	0.07090956372166075	0.6777148457286731	0.8497946964925158	FALSE	0.9041120069727914
Tyrobp	Fcer1g	Immune	Immune	0.0549039835245348	0.04295500583547673	0.8553230085808066	0.8484612568601533	FALSE	0.7257745299681326
Cst3	Fcer1g	Immune	Immune	0.06890713974073798	0.04295500583547673	0.5562367181455767	0.8484612568601533	FALSE	0.8615198634576889
Col1a1	Cd44	Fibroblasts	Immune	0.15828276552969223	0.09379090112658527	0.6188835963166893	0.6758407825007328	TRUE	0.9028603465812464
Icam1	Il1b	Immune	Immune	0.07376332616175728	0.18231381267715582	0.4146782443604108	0.8697161922334553	FALSE	0.8644803464628692
Cd74	C1qa	Immune	Immune	0.2057980606911558	0.05913258632579614	0.8517665066675612	0.8665901450262423	FALSE	0.7284230631799484
Hla-dqa1	Dnase1l3	Immune	Immune	0.1651386294935722	0.05024811221544936	0.8923776623409237	0.8838812889503134	FALSE	0.865604594303377
Cd7	Hla-drb1	Immune	Immune	0.05308747083333386	0.24746069338583354	0.8723728706877631	0.8856307329529862	FALSE	0.9435257619897951
Il2rg	Cxcl8	Immune	Immune	0.116266022689748	0.19046542981602518	0.7172794458202159	0.8767962125173634	FALSE	0.9168042152757792
Ptprc	C1qc	Immune	Immune	0.14348200107795359	0.08722682795606464	0.8965136795523907	0.8621017675061988	FALSE	0.8061776081298444
Csf1r	C1qc	Immune	Immune	0.13207327989387305	0.08722682795606464	0.8561291573115357	0.8621017675061988	FALSE	0.5509093816321886
